,winery,wine,year,rating,num_reviews,region,price,latitude,longitude
1391,Martinet,Clos Martinet,2012.0,4.3,178,Priorato,117.3,44.8741121,10.1628956
1392,Jean Leon,Vinya La Scala Gran Reserva Cabernet Sauvignon,2013.0,4.3,177,Penedes,41.9,33.4742351,-117.627579
1393,Bodegas Ateca,Atteca Armas Garnacha Old Vines,2017.0,4.3,176,Calatayud,32.9,41.3527628,-1.6422977
1394,Enate,Syrah (Shiraz),2016.0,4.3,175,Somontano,23.5,42.0883878,0.09940412890672314
1395,Bodega Campo Eliseo,Campo Eliseo,2009.0,4.3,175,Toro,48.5,41.5216963,-5.3939824
1396,Leda,Vinas Viejas Tempranillo,2017.0,4.3,174,Castilla y Leon,28.38,41.8037172,-4.7471726
1397,Contino,Rioja Graciano,2016.0,4.3,174,Rioja,64.75,42.2814642,-2.482804975070473
1399,Do Ferreiro (Bodegas Gerardo Mendez),Cepas Vellas Rias Baixas Albarino,2019.0,4.3,172,Rias Baixas,33.95,42.3533841,-7.8778072
1400,Vinyes Domenech,Teixar,2012.0,4.3,171,Montsant,42.25,41.1171253,1.211005
1401,Fernandez de Pierola,Vitium Reserva,2010.0,4.3,171,Rioja,27.8,42.2814642,-2.482804975070473
1402,De Muller,Lo Cabalo Reserva,2015.0,4.3,171,Priorato,26.9,44.8741121,10.1628956
1403,Vina Pedrosa,Perez Pascuas Gran Reserva Seleccion,2014.0,4.3,171,Ribera del Duero,245.53,41.66575665,-3.686329463971761
1404,Monteabellon,Finca Matambres,2016.0,4.3,170,Ribera del Duero,28.3,41.66575665,-3.686329463971761
1405,Oxer Wines,Suzzane Rioja,2016.0,4.3,168,Rioja,37.29,42.2814642,-2.482804975070473
1406,Pepe Mendoza Casa Agricola,Giro de Abargues,2019.0,4.3,167,Alicante,23.5,38.3436365,-0.4881708
1407,De Moya,Sofia,2016.0,4.3,166,Valencia,18.9,39.4697065,-0.3763353
1409,Neo,Punta Esencia,2011.0,4.3,163,Ribera del Duero,32.45,41.66575665,-3.686329463971761
1410,Cruz de Alba,Finca Los Hoyales Ribera del Duero,2013.0,4.3,163,Ribera del Duero,41.28,41.66575665,-3.686329463971761
1411,Castano,Casa Cisca Monastrell,2010.0,4.3,161,Yecla,33.77,38.613652,-1.1157373
1412,Scala Dei,Pla dels Angels Rosado,2019.0,4.3,160,Priorato,23.0,44.8741121,10.1628956
1413,Vina Pedrosa,Gran Reserva,2009.0,4.3,159,Ribera del Duero,67.0,41.66575665,-3.686329463971761
1414,Terra d'Uro,Uro,2015.0,4.3,155,Toro,31.45,41.5216963,-5.3939824
1415,Zarate,Tras da Vina Albarino,2018.0,4.3,155,Rias Baixas,33.67,42.3533841,-7.8778072
1416,Agusti Torello Mata,Cava Kripta Gran Reserva Brut Nature,2006.0,4.3,155,Cava,87.39,42.31658175,1.6111496867672197
1418,Vizcarra,Ribera del Duero Torralvo,2016.0,4.3,153,Ribera del Duero,45.48,41.66575665,-3.686329463971761
1419,Mas d'en Gil,Clos Fonta Priorat,2007.0,4.3,153,Priorato,125.0,44.8741121,10.1628956
1420,Vinyes Domenech,Teixar,2014.0,4.3,151,Montsant,39.5,41.1171253,1.211005
1421,Allende,Calvario Rioja,2004.0,4.3,150,Rioja,90.0,42.2814642,-2.482804975070473
1422,Recaredo,Serral del Vell Brut Nature,2013.0,4.3,149,Cava,44.41,42.31658175,1.6111496867672197
1423,Noelia Bebelia,Albarino,2019.0,4.3,150,Rias Baixas,21.5,42.3533841,-7.8778072
1424,Marti Fabra,Masia Carreras Negre,2018.0,4.3,149,Emporda,20.59,42.1893929,3.077661284375413
1426,Palmeri Sicilia,Palmeri Navalta Garnacha,2016.0,4.2,151,Campo de Borja,28.9,41.78654145,-1.5058322706803928
1427,Remelluri,Rioja Blanco,2015.0,4.3,146,Rioja,56.89,42.2814642,-2.482804975070473
1428,Pradorey,Elite,2018.0,4.3,145,Ribera del Duero,30.9166666666667,41.66575665,-3.686329463971761
1429,Ukan Winery,Tinto,2018.0,4.3,145,Rioja Alavesa,39.9,42.54415095,-2.5454223587321856
1430,Tinto Pesquera,Reserva,2002.0,4.3,144,Ribera del Duero,65.0,41.66575665,-3.686329463971761
1432,Mas Que Vinos,La Plazuela,2015.0,4.3,141,Castilla,44.05,-15.5859786,-72.3617354
1433,Arzuaga,Gran Reserva Ribera del Duero,2014.0,4.3,140,Ribera del Duero,62.56,41.66575665,-3.686329463971761
1434,Bodegas Estraunza,Solar de Estraunza Reserva,2014.0,4.3,140,Rioja,9.8840336,42.2814642,-2.482804975070473
1435,Beronia,III a.C,2011.0,4.3,140,Rioja,46.16,42.2814642,-2.482804975070473
1436,Valquejigoso,V2 Tinto,2007.0,4.3,140,Madrid,48.537665,40.4167047,-3.7035825
1437,Bodega Contador (Benjamin Romeo),La Vina de Andres Romeo Rioja,2011.0,4.3,139,Rioja,97.5,42.2814642,-2.482804975070473
1438,Telmo Rodriguez,Matallana,2014.0,4.3,138,Ribera del Duero,42.0,41.66575665,-3.686329463971761
1439,Pujanza,Rioja Norte,2010.0,4.3,138,Rioja,75.0,42.2814642,-2.482804975070473
1440,Bodegas Roda,Roda I Reserva Rioja,2000.0,4.3,137,Rioja,85.0,42.2814642,-2.482804975070473
1441,Sei Solo,Tinto,2016.0,4.3,137,Ribera del Duero,52.8,41.66575665,-3.686329463971761
1442,Bodegas Mas Alta,Artigas,2019.0,4.3,136,Priorato,20.4,44.8741121,10.1628956
1443,Jaro,Chafandin,2017.0,4.3,136,Ribera del Duero,26.2902950466486,41.66575665,-3.686329463971761
1444,Bodegas 6o Elemento - Vino Sexto Elemento,Tinto,2018.0,4.3,136,Valencia,19.9,39.4697065,-0.3763353
1445,Bodegas Mauro,Godello Blanco,2015.0,4.3,135,Bierzo,92.45,42.65265025,-6.62318404217132
1446,De Moya,Julia,2018.0,4.3,135,Valencia,17.95,39.4697065,-0.3763353
1447,Martinet,Clos Martinet,2003.0,4.3,135,Priorato,130.5,44.8741121,10.1628956
1449,Gomez Cruzado,Pancrudo,2019.0,4.3,134,Rioja,34.9,42.2814642,-2.482804975070473
1450,Pittacum,Aurea,2012.0,4.3,133,Bierzo,28.5,42.65265025,-6.62318404217132
1451,Bodega Sommos,Coleccion Syrah,2017.0,4.3,133,Somontano,25.89,42.0883878,0.09940412890672314
1452,Celler de Capcanes,Flor de Primavera Peraj Ha'abib,2018.0,4.3,133,Montsant,27.5,41.1171253,1.211005
1453,Losada,Altos de Losada El Cepon,2017.0,4.3,132,Bierzo,35.9,42.65265025,-6.62318404217132
1454,Remelluri,Rioja Blanco,2013.0,4.3,131,Rioja,63.53,42.2814642,-2.482804975070473
1455,Arinzano,Gran Vino Blanco,2014.0,4.3,131,Arinzano,112.76,42.630781,-1.9934938
1456,Pago del Vostal,Crianza Vendimia Seleccionada,2018.0,4.3,130,Ribera del Duero,18.95,41.66575665,-3.686329463971761
1458,Vizcarra,Ribera del Duero Torralvo,2015.0,4.3,128,Ribera del Duero,40.95,41.66575665,-3.686329463971761
1459,Telmo Rodriguez,Matallana,2016.0,4.3,128,Ribera del Duero,39.75,41.66575665,-3.686329463971761
1460,Bodegas Valduero,Finca Azaya Premium,2015.0,4.3,128,Castilla y Leon,23.44,41.8037172,-4.7471726
1461,Espectacle del Montsant,Tinto,2015.0,4.3,127,Montsant,133.34,41.1171253,1.211005
1462,Neo,Ribera del Duero Tinto,2005.0,4.3,126,Ribera del Duero,35.0,41.66575665,-3.686329463971761
1463,Martinet,Clos Martinet,2018.0,4.3,125,Priorato,57.5,44.8741121,10.1628956
1464,Habla,No. 20,2016.0,4.3,124,Extremadura,23.95,39.1748426,-6.1529891
1465,Remelluri,Rioja Blanco,2011.0,4.3,123,Rioja,77.9,42.2814642,-2.482804975070473
1466,Gomez Cruzado,Montes Obarenes Seleccion Terroir,2015.0,4.3,122,Rioja,97.35,42.2814642,-2.482804975070473
1467,Martinet,Els Escurcons,2015.0,4.3,122,Priorato,84.95,44.8741121,10.1628956
1468,Mas d'en Gil,Clos Fonta Priorat,2015.0,4.3,122,Priorato,53.9,44.8741121,10.1628956
1469,Rodriguez de Vera,Tinto,2015.0,4.3,122,Almansa,12.19,38.8682065,-1.0978627
1472,Torre de Ona,Martelo Reserva,2015.0,4.3,119,Rioja,23.43,42.2814642,-2.482804975070473
1473,Cims de Porrera,Classic,2010.0,4.3,118,Priorato,43.24,44.8741121,10.1628956
1474,Bodegas Naluar & Acediano,Acediano,2018.0,4.3,120,Ribera del Duero,35.0,41.66575665,-3.686329463971761
1475,Ostatu,Gloria Rioja,2010.0,4.3,117,Rioja Alavesa,54.52,42.54415095,-2.5454223587321856
1476,Paco & Lola,Vintage Albarino,2013.0,4.3,117,Rias Baixas,24.0,42.3533841,-7.8778072
1478,Pago de Vallegarcia,Vallegarcia Viognier,2019.0,4.3,114,Castilla,18.5,-15.5859786,-72.3617354
1479,Valtravieso,Finca la Atalaya Reserva,2017.0,4.3,114,Ribera del Duero,23.5,41.66575665,-3.686329463971761
1480,Bodegas Amaren,Tempranillo Reserva,2002.0,4.3,112,Rioja,28.0,42.2814642,-2.482804975070473
1481,Vinas del Vero,Blecua Somontano,2011.0,4.3,112,Somontano,73.9,42.0883878,0.09940412890672314
1482,Clos Mogador,Priorat,2000.0,4.3,111,Priorato,100.0,44.8741121,10.1628956
1483,Contino,Rioja Graciano,2017.0,4.3,111,Rioja,62.9,42.2814642,-2.482804975070473
1484,Artadi,Grandes Anadas Rioja,1999.0,4.3,111,Rioja,265.0,42.2814642,-2.482804975070473
1485,Costers del Priorat,Clos Cypres Vinyes Velles (Old Vines),2015.0,4.3,111,Priorato,49.0,44.8741121,10.1628956
1486,Eulogio Pomares,Castineiro Albarino,2017.0,4.3,111,Rias Baixas,30.75,42.3533841,-7.8778072
1488,Bodega Otazu,Altar,2008.0,4.3,109,Navarra,32.18,42.61254875,-1.830787673361753
1490,Bodega Elias Mora,Toro Gran Elias Mora,2014.0,4.3,108,Toro,33.5,41.5216963,-5.3939824
1491,Dominio de Es,Vinas Viejas de Soria Ribera Del Duero,2015.0,4.3,108,Ribera del Duero,92.24,41.66575665,-3.686329463971761
1492,Arinzano,Gran Vino Blanco,2004.0,4.3,108,Arinzano,52.95,42.630781,-1.9934938
1493,Oller del Mas,Arnau Oller Seleccio de la Familia,2016.0,4.3,108,Pla de Bages,33.15,41.7785429,1.8904077
1494,Bodegas Roda,Roda Reserva Rioja,2018.0,4.3,108,Rioja,24.51,42.2814642,-2.482804975070473
1495,Finca Villacreces,Nebro Ribera del Duero,2009.0,4.3,107,Ribera del Duero,135.95,41.66575665,-3.686329463971761
1496,Pujanza,Rioja Norte,2011.0,4.3,106,Rioja,46.9,42.2814642,-2.482804975070473
1498,Cims de Porrera,Classic,2011.0,4.3,102,Priorato,39.51,44.8741121,10.1628956
1499,Cims de Porrera,Classic,1997.0,4.3,102,Priorato,119.95,44.8741121,10.1628956
1501,Descendientes de J. Palacios,Las Lamas Bierzo (Corullon),2016.0,4.3,100,Bierzo,95.25,42.65265025,-6.62318404217132
1502,Alta Alella,Orbus,2016.0,4.3,100,Alella,24.95,41.4952867,2.2942758
1503,Losada,La Bienquerida,2015.0,4.3,100,Bierzo,36.91,42.65265025,-6.62318404217132
1504,Terroir Al Limit Soc. Lda,Les Manyes,2014.0,4.3,99,Priorato,158.88,44.8741121,10.1628956
1505,Alvaro Palacios,Finca Dofi,2003.0,4.3,99,Priorato,90.6,44.8741121,10.1628956
1506,Bodegas Clunia,Malbec,2018.0,4.3,99,Castilla y Leon,24.9,41.8037172,-4.7471726
1507,Losada,Altos de Losada,2019.0,4.3,97,Bierzo,18.35,42.65265025,-6.62318404217132
1508,Arinzano,Gran Vino Blanco,2016.0,4.3,95,Arinzano,65.25,42.630781,-1.9934938
1509,Campillo,Reserva Especial Rioja,2010.0,4.3,95,Rioja,23.95,42.2814642,-2.482804975070473
1510,Allende,Aurus,2004.0,4.3,94,Rioja,148.65,42.2814642,-2.482804975070473
1511,Llanos Negros,La Time,2000.0,4.3,94,La Palma,21.95,28.6552318,-17.85732234254766
1512,Quinta Sardonia,QS,2017.0,4.3,93,Castilla y Leon,37.49,41.8037172,-4.7471726
1513,Alta Alella,Dolc Mataro,2017.0,4.3,92,Alella,16.5,41.4952867,2.2942758
1514,Ferrer Bobet,Priorat Vinyes Velles,2018.0,4.3,94,Priorato,33.95,44.8741121,10.1628956
1515,Bodegas Ochoa,Vendimia Tardia Moscatel,2019.0,4.3,91,Navarra,10.76,42.61254875,-1.830787673361753
1516,Luis Canas,Hiru 3 Rioja Racimos,2005.0,4.3,91,Rioja,118.0,42.2814642,-2.482804975070473
1517,Ca l'Apotecari,Triaca,2013.0,4.3,90,Priorato,34.9,44.8741121,10.1628956
1520,Finca Torremilanos,Cyclo,2018.0,4.3,89,Ribera del Duero,35.15,41.66575665,-3.686329463971761
1521,Pinea,Tinto,2017.0,4.3,89,Ribera del Duero,145.0,41.66575665,-3.686329463971761
1522,Josep Grau Viticultor,Maimo Garnatxa,2018.0,4.3,88,Montsant,26.9,41.1171253,1.211005
1523,Gomez Cruzado,Montes Obarenes Seleccion Terroir,2017.0,4.3,88,Rioja,42.9,42.2814642,-2.482804975070473
1525,Fos,Fos Baranda,2017.0,4.3,87,Rioja,29.9,42.2814642,-2.482804975070473
1526,Hacienda Grimon,Finca la Oracion,2017.0,4.3,88,Rioja,20.45,42.2814642,-2.482804975070473
1527,Pedralonga,Albarino Pedralonga,2019.0,4.3,86,Rias Baixas,15.71,42.3533841,-7.8778072
1528,Capafons-Osso,Mas de Masos,2006.0,4.3,86,Priorato,39.99,44.8741121,10.1628956
1529,Clos Mogador,Com Tu,2018.0,4.3,85,Montsant,34.95,41.1171253,1.211005
1530,Can Rafols dels Caus,El Rocallis,2015.0,4.3,83,Cataluna,88.0,41.8523094,1.5745043
1531,Conreria d'Scala Dei,Iugiter,2015.0,4.3,83,Priorato,25.5,44.8741121,10.1628956
1532,Mas Doix,Doix,2016.0,4.3,83,Priorato,79.9,44.8741121,10.1628956
1533,Raul Perez,Ultreia Valtuille Mencia,2019.0,4.3,83,Bierzo,45.9,42.65265025,-6.62318404217132
1534,Dominio del Bendito,La Chispa Negra,2011.0,4.3,82,Toro,24.0,41.5216963,-5.3939824
1535,Jose Pariente,Sauvignon Blanc,2021.0,4.3,83,Rueda,8.9,41.4129785,-4.9597533
1536,Dominio del Aguila,Reserva,2010.0,4.3,82,Ribera del Duero,65.0,41.66575665,-3.686329463971761
1537,Terra Remota,Clos Adrien,2013.0,4.3,82,Emporda,47.0,42.1893929,3.077661284375413
1538,De Moya,Sofia,2017.0,4.3,82,Valencia,20.5,39.4697065,-0.3763353
1539,Llopart,Cava Original Brut (Espumos),2008.0,4.3,81,Cava,62.9,42.31658175,1.6111496867672197
1540,Ostatu,Laderas Rioja,2014.0,4.3,81,Rioja Alavesa,31.13,42.54415095,-2.5454223587321856
1542,Bodegas Mas Alta,La Basseta,2014.0,4.3,80,Priorato,58.0,44.8741121,10.1628956
1543,Can Rafols dels Caus,El Rocallis,2016.0,4.3,80,Cataluna,34.5,41.8523094,1.5745043
1544,Aalto,Blanco de Parcela,2019.0,4.3,80,Ribera del Duero,41.9,41.66575665,-3.686329463971761
1545,Dominio de la Vega,Finca la Beata Bobal,2014.0,4.3,80,Utiel-Requena,33.9,39.4880777,-1.1001643
1546,Resalte,Resalte Expresion,2015.0,4.3,80,Ribera del Duero,28.5,41.66575665,-3.686329463971761
1547,Juve & Camps,Cava Brut Milesime,2017.0,4.3,80,Cava,24.1,42.31658175,1.6111496867672197
1548,Bosque de Matasnos,Syrah de Matasnos,2019.0,4.3,80,Vino de Espana,27.9,42.1771554,-8.4341104
1549,Sierra Cantabria,Amancio,2016.0,4.3,80,Rioja,84.5,42.2814642,-2.482804975070473
1550,Scala Dei,Massipa de Scala Dei Garnatxa Blanca - Xenin,2018.0,4.3,79,Priorato,36.78,44.8741121,10.1628956
1551,Marques de Vargas,Seleccion Privada,2015.0,4.3,79,Rioja,54.5,42.2814642,-2.482804975070473
1552,Mas de les Pereres,Nunci Negre,2013.0,4.3,79,Priorato,21.4,44.8741121,10.1628956
1554,Guilera,Musivari Gran Reserva Brut Nature,2007.0,4.3,77,Cava,23.22,42.31658175,1.6111496867672197
1555,Arzuaga,Amaya Arzuaga (Coleccion),2015.0,4.3,77,Ribera del Duero,51.2,41.66575665,-3.686329463971761
1556,Astrales,Christina Ribera del Duero,2017.0,4.3,77,Ribera del Duero,38.0,41.66575665,-3.686329463971761
1557,Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2018.0,4.3,77,Rioja,67.9,42.2814642,-2.482804975070473
1558,Senorio de San Vicente,San Vicente Rioja,2018.0,4.3,77,Rioja,32.9,42.2814642,-2.482804975070473
1561,l'Infernal Combier Fischer Gerin,Vinas Viejas Aguilera,2010.0,4.3,76,Priorato,69.0,44.8741121,10.1628956
1563,Terroir Al Limit Soc. Lda,Les Manyes,2013.0,4.3,74,Priorato,348.85,44.8741121,10.1628956
1564,Scala Dei,Pla dels Angels Rosado,2020.0,4.3,74,Priorato,23.95,44.8741121,10.1628956
1565,Jorge Piernas,Juan Piernas Finca El Paso Malo Monastrell,2017.0,4.3,74,Murcia,27.9,37.9923795,-1.1305431
1566,Pedralonga,Albarino Pedralonga,2020.0,4.3,74,Rias Baixas,15.0,42.3533841,-7.8778072
1567,Contino,Vina del Olivo,2004.0,4.3,74,Rioja,155.0,42.2814642,-2.482804975070473
1568,Terroir Al Limit Soc. Lda,Pedra de Guix,2017.0,4.3,73,Priorato,57.9,44.8741121,10.1628956
1569,Vinyes Domenech,Vinyes Velles de Samso,2016.0,4.3,73,Montsant,36.93,41.1171253,1.211005
1570,Territorio Luthier,Hispania,2015.0,4.3,73,Ribera del Duero,52.0,41.66575665,-3.686329463971761
1571,Abel Mendoza Monge,Malvasia,2017.0,4.3,72,Rioja,31.5,42.2814642,-2.482804975070473
1572,Clos Erasmus,Priorat,2006.0,4.3,72,Priorato,654.31,44.8741121,10.1628956
1575,Avgvstvs,Antigues Reserves,2000.0,4.3,72,Penedes,27.45,33.4742351,-117.627579
1576,Vina Sastre,Regina Vides Ribera del Duero,2018.0,4.3,71,Ribera del Duero,69.9,41.66575665,-3.686329463971761
1577,Marques de Riscal,Baron de Chirel Verdejo Vinas Centenarias,2018.0,4.3,71,Castilla y Leon,40.5,41.8037172,-4.7471726
1578,Pago Calzadilla,Gran Calzadilla,2009.0,4.3,70,Pago Calzadilla,39.95,40.1417164,-2.6540184
1579,Vina Pomal,Alto de la Caseta,2008.0,4.3,70,Rioja,55.45,42.2814642,-2.482804975070473
1580,Martinet,Clos Martinet,2002.0,4.3,70,Priorato,177.45,44.8741121,10.1628956
1581,Marti Fabra,Masia Carreras Negre,2019.0,4.3,69,Emporda,11.91,42.1893929,3.077661284375413
1582,Sangenis I Vaque,Clos Monlleo,2007.0,4.3,68,Priorato,54.95,44.8741121,10.1628956
1583,Ferrer Bobet,Priorat,2018.0,4.3,68,Priorato,25.88,44.8741121,10.1628956
1584,Figuero,Milagros de Figuero,2016.0,4.3,68,Ribera del Duero,34.85,41.66575665,-3.686329463971761
1586,Pujanza,Rioja Norte,2006.0,4.3,67,Rioja,75.0,42.2814642,-2.482804975070473
1588,Espelt,Coma Bruna,2017.0,4.3,67,Emporda,22.8,42.1893929,3.077661284375413
1591,Abel Mendoza Monge,Grano a Grano Tempranillo,2016.0,4.3,65,Rioja,120.13,42.2814642,-2.482804975070473
1592,Conreria d'Scala Dei,Voltons,2015.0,4.3,64,Priorato,47.0,44.8741121,10.1628956
1593,Scala Dei,Masdeu,2014.0,4.3,64,Priorato,84.9,44.8741121,10.1628956
1594,Real de Asua,Tinto,2016.0,4.3,64,Rioja,78.95,42.2814642,-2.482804975070473
1595,Bodegas Vilano,Crianza,2019.0,4.3,64,Ribera del Duero,9.99,41.66575665,-3.686329463971761
1596,Vinyes dels Aspres,S'Alou,2018.0,4.3,64,Emporda,31.5,42.1893929,3.077661284375413
1597,Altos de Rioja,Altos R Pigeage,2016.0,4.3,63,Rioja,29.95,42.2814642,-2.482804975070473
1598,Scala Dei,Massipa de Scala Dei Garnatxa Blanca - Xenin,2019.0,4.3,62,Priorato,36.95,44.8741121,10.1628956
1599,Valserrano,Finca Monteviejo,2017.0,4.3,62,Rioja,32.0,42.2814642,-2.482804975070473
1600,Marques de Tomares,Rioja Gran Reserva,2014.0,4.3,62,Rioja,25.95,42.2814642,-2.482804975070473
1601,Shaya,Habis,2018.0,4.3,62,Rueda,21.5,41.4129785,-4.9597533
1602,Finca Rio Negro,5o Ano,2014.0,4.3,62,La Mancha,23.3863295,28.1030168,-107.7577853
1603,Allende,Gaminde,2016.0,4.3,62,Rioja,43.8,42.2814642,-2.482804975070473
1604,Enric Soler,Nun Vinya dels Taus,2017.0,4.3,62,Penedes,123.75,33.4742351,-117.627579
1605,Martinet,Els Escurcons,2018.0,4.3,61,Priorato,75.5,44.8741121,10.1628956
1606,Bodegas Ximenez-Spinola,Varietal Fermentacion Lenta,2019.0,4.3,61,Jerez-Xeres-Sherry,29.9,36.65901315,-6.155439431926194
1607,Loxera,El Cordero y las Virgenes,2016.0,4.3,60,Valencia,24.0,39.4697065,-0.3763353
1608,Mas d'en Gil,Clos Fonta Priorat,2001.0,4.3,60,Priorato,150.0,44.8741121,10.1628956
1609,Jose Pariente,Finca Las Comas Verdejo,2016.0,4.3,60,Rueda,29.4,41.4129785,-4.9597533
1610,Alvaro Palacios,Finca Dofi,1997.0,4.3,60,Priorato,170.0,44.8741121,10.1628956
1611,Artadi,La Poza de Ballesteros,2016.0,4.3,60,Vino de Espana,93.26,42.1771554,-8.4341104
1612,Dominio de Es,Vinas Viejas de Soria Ribera Del Duero,2019.0,4.3,59,Ribera del Duero,75.95,41.66575665,-3.686329463971761
1613,Dominio Fournier,Reserva,2014.0,4.3,59,Ribera del Duero,23.77,41.66575665,-3.686329463971761
1615,Benjamin de Rothschild - Vega Sicilia,Macan Clasico,2018.0,4.3,57,Rioja,42.5,42.2814642,-2.482804975070473
1616,Marques de Murrieta,Dalmau Rioja,2002.0,4.3,57,Rioja,75.0,42.2814642,-2.482804975070473
1617,Valderiz,Tomas Esteban,2010.0,4.3,57,Ribera del Duero,68.99,41.66575665,-3.686329463971761
1618,Tridente,Prieto Picudo,2018.0,4.3,57,Castilla y Leon,21.95,41.8037172,-4.7471726
1619,Neton,Garnacha Tintorera,2017.0,4.3,57,Castilla y Leon,13.237545,41.8037172,-4.7471726
1620,Finca Torremilanos,Penalba Lopez Blanco,2019.0,4.3,57,Castilla y Leon,13.65,41.8037172,-4.7471726
1621,Enate,Cabernet,2012.0,4.3,57,Somontano,23.5,42.0883878,0.09940412890672314
1622,Pradorey,El Cuentista,2018.0,4.3,57,Ribera del Duero,17.9,41.66575665,-3.686329463971761
1623,Vall Llach,Porrera Vi de Vila,2018.0,4.3,56,Priorato,49.95,44.8741121,10.1628956
1624,Terroir Al Limit Soc. Lda,Les Manyes,2011.0,4.3,56,Priorato,348.85,44.8741121,10.1628956
1625,Bodega Aida i Luis,Tahulla Moscatel Blanco Seco,2018.0,4.3,56,Alicante,11.95,38.3436365,-0.4881708
1626,Valderiz,Juegabolos,2017.0,4.3,56,Ribera del Duero,28.6,41.66575665,-3.686329463971761
1627,Abadal,3.9,2018.0,4.3,56,Pla de Bages,21.3,41.7785429,1.8904077
1628,Raul Perez,Sketch,2019.0,4.3,56,Rias Baixas,44.95,42.3533841,-7.8778072
1629,Portal del Priorat,Clos del Portal Somni,2008.0,4.3,55,Priorato,36.3,44.8741121,10.1628956
1630,Baigorri,De Garage Rioja,2017.0,4.3,55,Rioja,32.0,42.2814642,-2.482804975070473
1631,Cartoixa de Montsalvat,Montsalvat,2007.0,4.3,54,Priorato,39.712635,44.8741121,10.1628956
1632,Clos Galena,Galena,2018.0,4.3,54,Priorato,17.9,44.8741121,10.1628956
1633,Bodega Ribas,Sio Negre,2019.0,4.3,53,Mallorca,39.9,39.613432,2.880353635614984
1634,Allende,Aurus,2001.0,4.3,53,Rioja,140.0,42.2814642,-2.482804975070473
1635,Enate,Chardonnay Uno,2012.0,4.3,53,Somontano,249.95,42.0883878,0.09940412890672314
1636,El Lagar de Isilla,Vendimia Seleccionada,2015.0,4.3,53,Ribera del Duero,28.83,41.66575665,-3.686329463971761
1637,Finca Villacreces,Nebro Ribera del Duero,2013.0,4.3,53,Ribera del Duero,196.29,41.66575665,-3.686329463971761
1638,Bodega Otazu,Pago de Otazu Chardonnay Con Crianza,2018.0,4.3,53,Otazu,28.4,42.8317497,-2.6275294
1639,Jose Pariente,Verdejo Fermentado en Barrica,2020.0,4.3,53,Rueda,14.5,41.4129785,-4.9597533
1641,Toro Albala,Don PX Pedro Ximenez,1999.0,4.3,52,Montilla-Moriles,36.9,36.7286168,-4.3001727
1642,Cervoles,Vinyes Altes de Les Garrigues Vi Blanc,2019.0,4.3,52,Costers del Segre,25.8,41.502298249999996,0.8273990115524253
1643,Anibal de Otero,Vina Centenaria Mencia,2014.0,4.3,52,Bierzo,38.0,42.65265025,-6.62318404217132
1644,Familia Torres,Grans Muralles,2017.0,4.3,52,Conca de Barbera,137.75,41.44389565,1.1885113323042593
1645,Costers del Siurana,Clos de L'Obac,2009.0,4.3,51,Priorato,79.9,44.8741121,10.1628956
1646,Bodegas San Roman,Malvasia,2017.0,4.3,51,Castilla,41.5,-15.5859786,-72.3617354
1647,Finca Rio Negro,Cerro del Lobo Syrah,2018.0,4.3,51,Castilla,24.5,-15.5859786,-72.3617354
1648,Cervoles,Estrats,2012.0,4.3,51,Costers del Segre,68.55,41.502298249999996,0.8273990115524253
1649,Scala Dei,Masdeu,2016.0,4.3,51,Priorato,81.35,44.8741121,10.1628956
1650,Vina Sastre,Regina Vides Ribera del Duero,2001.0,4.3,50,Ribera del Duero,121.5,41.66575665,-3.686329463971761
1651,Vizcarra,Celia,2014.0,4.3,50,Ribera del Duero,79.98,41.66575665,-3.686329463971761
1652,Marques de Caceres,Gaudium,1998.0,4.3,50,Rioja,60.0,42.2814642,-2.482804975070473
1653,Barahonda,Summum Monastrell,2019.0,4.3,50,Yecla,13.99,38.613652,-1.1157373
1654,Mas Doix,Doix,2002.0,4.3,49,Priorato,195.52,44.8741121,10.1628956
1655,Altos del Enebro,Finca La Herradura,2014.0,4.3,49,Ribera del Duero,68.0,41.66575665,-3.686329463971761
1656,Pago de Larrainzar,Reserva Especial,2014.0,4.3,49,Navarra,16.9,42.61254875,-1.830787673361753
1657,Albamar,Alma de Mar Albarino,2019.0,4.3,49,Rias Baixas,27.5,42.3533841,-7.8778072
1659,Pujanza,Rioja Anadas Frias,2016.0,4.3,49,Rioja,75.0,42.2814642,-2.482804975070473
1660,Finca Rio Negro,5o Ano,2016.0,4.3,49,La Mancha,23.9,28.1030168,-107.7577853
1661,Oxer Wines,Suzzane Rioja,2019.0,4.3,48,Rioja,34.9,42.2814642,-2.482804975070473
1663,Dominio de Atauta,Llanos del Almendro Ribera del Duero,2010.0,4.3,48,Ribera del Duero,95.0,41.66575665,-3.686329463971761
1664,Can Bas,Monreal,2015.0,4.3,48,Penedes,44.1,33.4742351,-117.627579
1665,Atlantida,Blanco,2019.0,4.3,48,Cadiz,17.7,36.5297438,-6.2928976
1666,Atlan & Artisan,8 Vents Mallorca,2019.0,4.3,47,Mallorca,18.9,39.613432,2.880353635614984
1667,Venus la Universal,Venus,2017.0,4.3,47,Montsant,35.35,41.1171253,1.211005
1669,Olivardots,Vd'O 1 Samso - Pissarra,2012.0,4.3,46,Emporda,34.95,42.1893929,3.077661284375413
